pOaM7FkXM8lEQmqA32gqUw,1
TQasUKgKxJGMINAXuNE63A,1
s_rPbgLOpWDgulVn9wd7GQ,0
DIYHTgM-YGKWOWLzQ4XVhA,0
VZYMInkjRJVHwXVFqeoMWg,0
kEyCMHBnohaWc81omLDfYg,0
wdEnI9WTLHiqSCH1RdJ40w,0
uMO2dbCPPXNlifLqmDcVhQ,1
-I2-9X1hbqTUH3XwvPMJjA,1
YxMnfznT3eYya0YV37tE8w,1
Xbxve72Hp5cWWj96ThGNtg,1
d47eCbPAEWha4KHmjMB_Ew,-1
vIDQO_9Ytf10vEndDOih8Q,1
txCJurIIrE9ZoHu3gZUvnQ,0
j5HLcBru7FEirYJPbKFVWA,1
p8yg26BbovkfL2iw7Pcg0Q,1
j5tNIkM_UbyaiAGPqqLJcQ,1
EqyNGesG22jNfNT5pmfYgw,1
3ewMJEnQmtmMYp9hyT690w,0
H74aYRotUzWjAm8CEExOrg,0
QQvzErQ8Ijdy3SyEmYVG7Q,1
MLVKDbuI2xaOJQ4-NZj2MQ,1
K8pM6qQdYu5h6buRE1-_sw,0
WpH3Ri68nUtb6wCp8QAePw,0
K28O8R76bJFUt57ScN46Mw,1
jzxTcaIVe6zOb6H9touwaA,1
7_y_M5wRaSvNXt-q4xvlEQ,1
ZJmzBRQUXeQ6e1yv5nHNqw,1
qdI9KaRhOzaJRK0dvGUSaw,0
97AFYADGuOJX-mx8YPFZpg,0
SPqPt-K6qzTutj_vWOgKGA,-1
JNTpW2zBftGllVr7iieazQ,1
vB3vEjcw9dfHmgP8ac5ZMQ,0
iNvY0zAlaD_ye7Z6rHu-Ug,0
9tefv6uPxoHhp_OlQQJVXA,-1
-UHDEY88hqUtrTPWfQ5CgQ,1
uflQ_lKBfS6WknNlm_HK8g,1
Fl9lKEaY10EnXxekPcHPPg,1
zwJX3eetOhpi-gv4-E4rcQ,2
WzhHlaEyaHE4KIFfcqC_9g,1
rw7JAQHE5Kpgs6YUMBeaBA,2
gkv2XvXpFgiq4Bb2XK7YmQ,0
eW-hTjKrt91NnQ9xzMYtDQ,1
BkRnVd0B3y7Nd3VoIvn99w,1
dajwInsYeaIsRLY6vd6Zzw,2
hzUOqxpcnYYBgLlrgvjQYQ,0
QNTEBnxx45nJQTZcCVRRjA,0
AX56yxldIb7TPBHMaPqOmg,1
b7DYG6rI5l-9oHxBJ0iNtA,0
STv-ED3M2xmRFMSvQbWGaw,0
H7KzlC0-o1wIhlGg-Me5Ag,0
LjwXnAjusrwCZGsWV3Ue8Q,0
avvNnkpGpGIS-2CClsduXA,1
Pfb6VOIiroqDWOebfgWGPQ,1
70t-ybLLFRTEKZ28sRCH2w,0
T5HYqRADhAL6VPRAacz74Q,0
N-gqIeVDebI3qgwxf1jMcw,0
oABEe2gmsT-FiW1kGPVTOw,0
Y2nuyOKrr8Kg9omMghnHWA,2
Em8zrIuxwBXnIZMDMreErQ,1
2ge-XuBnZ3RWWnBFWt2X3w,1
Ta-fY1c_E8qHBBDQGyxPkg,1
G7-NoraGlmzwO0sgs4fbmQ,0
wZwZcte4lcbu51NOzCjWbQ,1
A-ZhvQa5A-XSqZB3HH6TVw,1
eOPxvbzFTBjO5LSV3uYMug,1
UIGFrEcoDsw05I1UOrxdOA,1
19hZVXTJ8nGUMBsuIfgm5g,1
CqhsIZ7TzCfJTrZqg5-gqQ,0
9IbQxDmWBG2t8w9nw9VgEA,1
zoHCkEiIKfXiLTKUqKEojQ,0
xuEsUDFIWIEnBXvj1EBXlw,-1
z0xEfgr1-lDqVatrX-rf-A,1
mW8B1zfP00peHsOskq5GEw,0
OqRD-pLL7JNyYvmbcNmaDQ,0
BVtHYiNpte5Ldk1gMO0fEg,1
NzmTnhKa17kZbuc-M0u41w,0
nk6_ipMkmUvUtq6Xvncf0A,1
7iFL3b8m4PT0kxosv-SB_A,1
cvb__rYMkj4BMhC3p_FB3Q,0
dNsKB5LA2Mf8BDqTS_FAIA,0
Ewf8sZkyCfhi8Nu9LbEc6A,1
qLh_1_vILLgBB5BFU0HYUA,0
kJ2aJFIJIK_Hnr8aj043kw,1
uEW1NwL9h5N0zI2Ip9UKrQ,0
MiVcQsXp3TYUmeD7FSa-hA,1
iPOvppPpoMPUMPyVN81JLQ,0
VpW40mznMS43CqdbelX2wA,1
Cr7RAu2aS3yyioaAYaJ8Dw,0
3msnZ6oe0sslHsE1js1QUA,1
UVBPF4oYrb0QfgW_DMbLPg,0
